,Ciudad,genero,edad,SensaciónVisual,SensaciónVisualNormalizada,PreferenciaVisual,PreferenciaVisualNormalizado,SensaciónTérmica,SensaciónTérmicaNormalizada,PreferenciaTérmica,PreferenciaTérmicaNormalizado,EV_media,Rango_EV_media,TEMP,HUMEDAD
852,Medellín,F,24.0,0.0,1.0,0.0,1.0,-2.0,0.33,1.0,0.67,471.0,3.0,22.4,80.7
853,Medellín,F,25.0,0.0,1.0,0.0,1.0,-1.0,0.67,1.0,0.67,682.0,4.0,22.8,79.8
854,Medellín,F,26.0,0.0,1.0,0.0,1.0,-2.0,0.33,1.0,0.67,541.0,4.0,23.3,78.3
855,Medellín,M,25.0,-1.0,0.5,2.0,0.0,-2.0,0.33,2.0,0.33,-49.0,1.0,22.4,81.8
856,Medellín,M,25.0,0.0,1.0,-1.0,0.5,-1.0,0.67,2.0,0.33,5.0,1.0,22.4,80.7
857,Medellín,M,25.0,-1.0,0.5,1.0,0.5,-2.0,0.33,2.0,0.33,28.0,1.0,22.8,79.8
858,Medellín,M,25.0,-1.0,0.5,2.0,0.0,-2.0,0.33,2.0,0.33,5.0,1.0,23.3,78.3
859,Medellín,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-63.0,1.0,22.4,81.8
860,Medellín,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,-35.0,1.0,22.4,80.7
861,Medellín,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-21.0,1.0,22.8,79.8
862,Medellín,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-35.0,1.0,23.3,78.3
863,Medellín,M,19.0,2.0,0.0,-1.0,0.5,0.0,1.0,0.0,1.0,1525.0,5.0,23.8,74.2
864,Medellín,M,19.0,0.0,1.0,-1.0,0.5,0.0,1.0,-2.0,0.33,1457.0,5.0,24.6,72.6
865,Medellín,M,19.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.33,1564.0,5.0,24.9,70.7
866,Medellín,M,19.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.33,1659.0,5.0,25.3,69.4
867,Medellín,M,19.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.33,1315.0,5.0,25.6,68.4
868,Medellín,F,18.0,0.0,1.0,1.0,0.5,-1.0,0.67,0.0,1.0,151.0,2.0,23.8,74.2
869,Medellín,F,18.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,140.0,2.0,24.6,72.6
870,Medellín,F,18.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,140.0,2.0,24.9,70.7
871,Medellín,F,18.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,157.0,2.0,25.3,69.4
872,Medellín,F,18.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,116.0,2.0,25.6,68.4
873,Medellín,F,22.0,-1.0,0.5,2.0,0.0,-3.0,0.0,1.0,0.67,180.0,2.0,23.8,74.2
874,Medellín,F,22.0,-1.0,0.5,0.0,1.0,-1.0,0.67,2.0,0.33,172.0,2.0,24.6,72.6
875,Medellín,F,22.0,0.0,1.0,0.0,1.0,-1.0,0.67,2.0,0.33,180.0,2.0,24.9,70.7
876,Medellín,F,22.0,0.0,1.0,0.0,1.0,-1.0,0.67,-1.0,0.67,183.0,2.0,25.3,69.4
877,Medellín,F,22.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.33,161.0,2.0,25.6,68.4
878,Medellín,M,21.0,2.0,0.0,-1.0,0.5,-1.0,0.67,1.0,0.67,1005.0,5.0,23.8,74.2
879,Medellín,M,21.0,2.0,0.0,-2.0,0.0,-1.0,0.67,1.0,0.67,981.0,4.0,24.6,72.6
880,Medellín,M,21.0,2.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,1047.0,5.0,24.9,70.7
881,Medellín,M,21.0,2.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,1132.0,5.0,25.3,69.4
882,Medellín,M,21.0,2.0,0.0,-2.0,0.0,1.0,0.67,-1.0,0.67,987.0,4.0,25.6,68.4
883,Medellín,M,20.0,-1.0,0.5,1.0,0.5,-2.0,0.33,0.0,1.0,269.0,2.0,23.8,74.2
884,Medellín,M,20.0,0.0,1.0,1.0,0.5,-1.0,0.67,-1.0,0.67,244.0,2.0,24.6,72.6
885,Medellín,M,20.0,0.0,1.0,0.0,1.0,-2.0,0.33,0.0,1.0,254.0,2.0,24.9,70.7
886,Medellín,F,24.0,2.0,0.0,0.0,1.0,1.0,0.67,0.0,1.0,129.0,2.0,23.8,74.2
887,Medellín,F,24.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,116.0,2.0,24.6,72.6
888,Medellín,F,24.0,-1.0,0.5,1.0,0.5,-1.0,0.67,1.0,0.67,123.0,2.0,24.9,70.7
889,Medellín,F,20.0,-1.0,0.5,0.0,1.0,1.0,0.67,-1.0,0.67,925.0,4.0,23.8,74.2
890,Medellín,F,20.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,761.0,4.0,24.6,72.6
891,Medellín,F,20.0,-2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,839.0,4.0,24.9,70.7
892,Medellín,F,20.0,1.0,0.5,0.0,1.0,1.0,0.67,-1.0,0.67,894.0,4.0,25.3,69.4
893,Medellín,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,737.0,4.0,25.6,68.4
894,Medellín,F,18.0,2.0,0.0,2.0,0.0,0.0,1.0,-1.0,0.67,20.0,1.0,24.6,72.6
895,Medellín,F,18.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,36.0,1.0,24.9,70.7
896,Medellín,F,18.0,-2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,44.0,1.0,25.3,69.4
897,Medellín,F,18.0,1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,25.6,68.4
898,Medellín,F,21.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,21.0,1.0,24.6,72.6
899,Medellín,F,21.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,14.0,1.0,24.9,70.7
900,Medellín,F,21.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,21.0,1.0,25.3,69.4
901,Medellín,F,21.0,-1.0,0.5,2.0,0.0,1.0,0.67,-1.0,0.67,-7.0,1.0,25.6,68.4
902,Medellín,M,22.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,2533.0,5.0,28.0,57.7
903,Medellín,M,22.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,2334.0,5.0,28.0,57.7
904,Medellín,M,22.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1818.0,5.0,28.2,57.6
905,Medellín,M,22.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1246.0,5.0,28.1,55.8
906,Medellín,M,22.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1412.0,5.0,27.8,55.9
907,Medellín,F,22.0,0.0,1.0,1.0,0.5,1.0,0.67,-2.0,0.33,343.0,3.0,28.0,57.7
908,Medellín,F,22.0,1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,331.0,3.0,28.0,57.7
909,Medellín,F,22.0,-1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,245.0,2.0,28.2,57.6
910,Medellín,F,22.0,1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,169.0,2.0,28.1,55.8
911,Medellín,F,22.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,204.0,2.0,27.8,55.9
912,Medellín,F,20.0,-2.0,0.0,1.0,0.5,1.0,0.67,-1.0,0.67,195.0,2.0,28.0,57.7
913,Medellín,F,20.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,191.0,2.0,28.0,57.7
914,Medellín,F,20.0,-1.0,0.5,2.0,0.0,0.0,1.0,-1.0,0.67,169.0,2.0,28.2,57.6
915,Medellín,F,20.0,-2.0,0.0,2.0,0.0,2.0,0.33,-2.0,0.33,150.0,2.0,28.1,55.8
916,Medellín,F,20.0,-2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,161.0,2.0,27.8,55.9
917,Medellín,M,20.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.33,878.0,4.0,28.0,57.7
918,Medellín,M,20.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1023.0,5.0,28.0,57.7
919,Medellín,M,20.0,0.0,1.0,0.0,1.0,-2.0,0.33,0.0,1.0,733.0,4.0,28.2,57.6
920,Medellín,M,20.0,-1.0,0.5,1.0,0.5,-1.0,0.67,0.0,1.0,535.0,4.0,28.1,55.8
921,Medellín,M,20.0,-1.0,0.5,2.0,0.0,-2.0,0.33,0.0,1.0,619.0,4.0,27.8,55.9
922,Medellín,F,22.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,285.0,2.0,28.0,57.7
923,Medellín,F,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,223.0,2.0,28.0,57.7
924,Medellín,F,22.0,-1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,157.0,2.0,28.2,57.6
925,Medellín,F,22.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,141.0,2.0,28.1,55.8
926,Medellín,F,22.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,162.0,2.0,27.8,55.9
927,Medellín,F,20.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,216.0,2.0,28.0,57.7
928,Medellín,F,20.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,189.0,2.0,28.0,57.7
929,Medellín,F,20.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,136.0,2.0,28.2,57.6
930,Medellín,F,20.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,89.0,1.0,28.1,55.8
931,Medellín,F,20.0,-1.0,0.5,2.0,0.0,0.0,1.0,-1.0,0.67,116.0,2.0,27.8,55.9
932,Medellín,F,19.0,0.0,1.0,0.0,1.0,2.0,0.33,-1.0,0.67,79.0,1.0,28.0,57.7
933,Medellín,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,71.0,1.0,28.0,57.7
934,Medellín,F,19.0,1.0,0.5,0.0,1.0,0.0,1.0,-2.0,0.33,24.0,1.0,28.2,57.6
935,Medellín,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.33,-7.0,1.0,28.1,55.8
936,Medellín,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.33,-7.0,1.0,27.8,55.9
937,Medellín,F,19.0,0.0,1.0,2.0,0.0,2.0,0.33,-2.0,0.33,28.0,1.0,28.0,57.7
938,Medellín,F,19.0,0.0,1.0,2.0,0.0,0.0,1.0,-2.0,0.33,20.0,1.0,28.0,57.7
939,Medellín,F,19.0,0.0,1.0,2.0,0.0,0.0,1.0,-2.0,0.33,-10.0,1.0,28.2,57.6
940,Medellín,F,19.0,-1.0,0.5,2.0,0.0,0.0,1.0,-2.0,0.33,-26.0,1.0,28.1,55.8
941,Medellín,F,19.0,-1.0,0.5,2.0,0.0,0.0,1.0,-2.0,0.33,-18.0,1.0,27.8,55.9
942,Medellín,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.33,0.0,1.0,28.0,57.7
943,Medellín,F,19.0,0.0,1.0,0.0,1.0,1.0,0.67,-2.0,0.33,0.0,1.0,28.0,57.7
944,Medellín,F,19.0,-1.0,0.5,0.0,1.0,0.0,1.0,-2.0,0.33,-28.0,1.0,28.2,57.6
945,Medellín,F,19.0,-1.0,0.5,1.0,0.5,0.0,1.0,-2.0,0.33,-49.0,1.0,28.1,55.8
946,Medellín,F,19.0,-1.0,0.5,1.0,0.5,0.0,1.0,-2.0,0.33,-35.0,1.0,27.8,55.9
947,Medellín,F,19.0,1.0,0.5,0.0,1.0,1.0,0.67,-1.0,0.67,2083.0,5.0,27.8,56.2
948,Medellín,F,19.0,2.0,0.0,-1.0,0.5,1.0,0.67,-2.0,0.33,2272.0,5.0,27.9,57.4
949,Medellín,F,19.0,1.0,0.5,-1.0,0.5,1.0,0.67,-1.0,0.67,1703.0,5.0,28.2,56.8
950,Medellín,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1205.0,5.0,28.2,55.4
951,Medellín,F,19.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,1297.0,5.0,27.8,54.3
952,Medellín,M,19.0,0.0,1.0,0.0,1.0,1.0,0.67,0.0,1.0,250.0,2.0,28.2,56.8
953,Medellín,M,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,134.0,2.0,28.2,55.4
954,Medellín,M,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,122.0,2.0,27.8,54.3
955,Medellín,M,20.0,-1.0,0.5,1.0,0.5,2.0,0.33,-3.0,0.0,183.0,2.0,27.8,56.2
956,Medellín,M,20.0,-2.0,0.0,1.0,0.5,1.0,0.67,-3.0,0.0,198.0,2.0,27.9,57.4
957,Medellín,M,20.0,-1.0,0.5,2.0,0.0,2.0,0.33,-3.0,0.0,176.0,2.0,28.2,56.8
958,Medellín,M,20.0,-2.0,0.0,1.0,0.5,0.0,1.0,-3.0,0.0,143.0,2.0,28.2,55.4
959,Medellín,M,20.0,-2.0,0.0,2.0,0.0,-1.0,0.67,-3.0,0.0,143.0,2.0,27.8,54.3
960,Medellín,M,23.0,0.0,1.0,0.0,1.0,1.0,0.67,-2.0,0.33,223.0,2.0,27.8,56.2
961,Medellín,M,23.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,269.0,2.0,27.9,57.4
962,Medellín,M,23.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,177.0,2.0,28.2,56.8
963,Medellín,M,23.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,116.0,2.0,28.2,55.4
964,Medellín,M,23.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,100.0,2.0,27.8,54.3
965,Medellín,M,19.0,0.0,1.0,0.0,1.0,3.0,0.0,-2.0,0.33,163.0,2.0,27.8,56.2
966,Medellín,M,19.0,0.0,1.0,0.0,1.0,2.0,0.33,-2.0,0.33,209.0,2.0,27.9,57.4
967,Medellín,M,19.0,0.0,1.0,0.0,1.0,2.0,0.33,-2.0,0.33,129.0,2.0,28.2,56.8
968,Medellín,M,19.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,69.0,1.0,28.2,55.4
969,Medellín,M,19.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,56.0,1.0,27.8,54.3
970,Medellín,M,21.0,0.0,1.0,0.0,1.0,1.0,0.67,-2.0,0.33,63.0,1.0,27.8,56.2
971,Medellín,M,21.0,0.0,1.0,0.0,1.0,2.0,0.33,-2.0,0.33,63.0,1.0,27.9,57.4
972,Medellín,M,21.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,24.0,1.0,28.2,56.8
973,Medellín,M,21.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,-7.0,1.0,28.2,55.4
974,Medellín,M,21.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,-23.0,1.0,27.8,54.3
975,Medellín,F,19.0,-1.0,0.5,1.0,0.5,1.0,0.67,-2.0,0.33,183.0,2.0,27.8,56.2
976,Medellín,F,19.0,-1.0,0.5,1.0,0.5,2.0,0.33,-3.0,0.0,229.0,2.0,27.9,57.4
977,Medellín,F,19.0,-1.0,0.5,1.0,0.5,3.0,0.0,-3.0,0.0,5.0,1.0,28.2,56.8
978,Medellín,F,19.0,0.0,1.0,0.0,1.0,3.0,0.0,-3.0,0.0,-34.0,1.0,28.2,55.4
979,Medellín,F,19.0,-1.0,0.5,1.0,0.5,3.0,0.0,-3.0,0.0,-41.0,1.0,27.8,54.3
980,Medellín,M,19.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,-7.0,1.0,27.8,56.2
981,Medellín,M,19.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,7.0,1.0,27.9,57.4
982,Medellín,M,19.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,-21.0,1.0,28.2,56.8
983,Medellín,M,19.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,-49.0,1.0,28.2,55.4
984,Medellín,M,19.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,-49.0,1.0,27.8,54.3
985,Medellín,F,21.0,0.0,1.0,0.0,1.0,1.0,0.67,-2.0,0.33,460.0,3.0,27.5,54.9
986,Medellín,F,21.0,0.0,1.0,0.0,1.0,1.0,0.67,-2.0,0.33,117.0,2.0,27.7,54.6
987,Medellín,F,21.0,0.0,1.0,1.0,0.5,2.0,0.33,-2.0,0.33,79.0,1.0,27.5,58.4
988,Medellín,F,21.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,53.0,1.0,26.8,65.1
989,Medellín,F,21.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,15.0,1.0,26.3,62.0
990,Medellín,M,24.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,416.0,3.0,27.5,54.9
991,Medellín,M,24.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,99.0,1.0,27.7,54.6
992,Medellín,M,24.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,75.0,1.0,27.5,58.4
993,Medellín,M,24.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,51.0,1.0,26.8,65.1
994,Medellín,M,24.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,28.0,1.0,26.3,62.0
995,Medellín,F,26.0,0.0,1.0,1.0,0.5,2.0,0.33,-2.0,0.33,285.0,2.0,27.5,54.9
996,Medellín,F,26.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,154.0,2.0,27.7,54.6
997,Medellín,F,26.0,-1.0,0.5,2.0,0.0,1.0,0.67,-1.0,0.67,147.0,2.0,27.5,58.4
998,Medellín,F,26.0,-1.0,0.5,2.0,0.0,0.0,1.0,-1.0,0.67,140.0,2.0,26.8,65.1
999,Medellín,F,26.0,-2.0,0.0,2.0,0.0,0.0,1.0,-1.0,0.67,181.0,2.0,26.3,62.0
1000,Medellín,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,1284.0,5.0,27.5,54.9
1001,Medellín,F,20.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,637.0,4.0,27.7,54.6
1002,Medellín,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,391.0,3.0,27.5,58.4
1003,Medellín,F,20.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,205.0,2.0,26.8,65.1
1004,Medellín,F,20.0,-2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,98.0,1.0,26.3,62.0
1005,Medellín,F,21.0,1.0,0.5,2.0,0.0,1.0,0.67,-1.0,0.67,628.0,4.0,27.5,54.9
1006,Medellín,F,21.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,213.0,2.0,27.7,54.6
1007,Medellín,F,21.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,157.0,2.0,27.5,58.4
1008,Medellín,F,21.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,100.0,2.0,26.8,65.1
1009,Medellín,F,21.0,-2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,54.0,1.0,26.3,62.0
1010,Medellín,F,21.0,0.0,1.0,0.0,1.0,2.0,0.33,-2.0,0.33,341.0,3.0,27.5,54.9
1011,Medellín,F,21.0,-1.0,0.5,0.0,1.0,2.0,0.33,-2.0,0.33,96.0,1.0,27.7,54.6
1012,Medellín,F,21.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,69.0,1.0,27.5,58.4
1013,Medellín,F,21.0,-1.0,0.5,1.0,0.5,1.0,0.67,-2.0,0.33,49.0,1.0,26.8,65.1
1014,Medellín,F,21.0,-1.0,0.5,2.0,0.0,0.0,1.0,-1.0,0.67,122.0,2.0,26.3,62.0
1015,Medellín,F,21.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,345.0,3.0,27.5,54.9
1016,Medellín,F,21.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,27.7,54.6
1017,Medellín,F,21.0,-1.0,0.5,2.0,0.0,-1.0,0.67,1.0,0.67,-15.0,1.0,27.5,58.4
1018,Medellín,F,21.0,-1.0,0.5,1.0,0.5,-3.0,0.0,2.0,0.33,-39.0,1.0,26.8,65.1
1019,Medellín,F,21.0,-2.0,0.0,2.0,0.0,-2.0,0.33,2.0,0.33,-62.0,1.0,26.3,62.0
1020,Medellín,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,183.0,2.0,27.5,54.9
1021,Medellín,F,20.0,0.0,1.0,1.0,0.5,-1.0,0.67,0.0,1.0,-26.0,1.0,27.7,54.6
1022,Medellín,F,20.0,0.0,1.0,1.0,0.5,-1.0,0.67,0.0,1.0,-41.0,1.0,27.5,58.4
1023,Medellín,F,20.0,-1.0,0.5,2.0,0.0,-1.0,0.67,0.0,1.0,-57.0,1.0,26.8,65.1
1024,Medellín,F,20.0,-1.0,0.5,2.0,0.0,-1.0,0.67,1.0,0.67,-72.0,1.0,26.3,62.0
1025,Medellín,F,23.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,98.0,1.0,27.5,54.9
1026,Medellín,F,23.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,-35.0,1.0,27.7,54.6
1027,Medellín,F,23.0,-1.0,0.5,1.0,0.5,-1.0,0.67,1.0,0.67,-56.0,1.0,27.5,58.4
1028,Medellín,F,23.0,-1.0,0.5,2.0,0.0,-2.0,0.33,1.0,0.67,-63.0,1.0,26.8,65.1
1029,Medellín,F,23.0,-1.0,0.5,2.0,0.0,-2.0,0.33,1.0,0.67,42.0,1.0,26.3,62.0
1030,Medellín,M,26.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,493.0,3.0,28.9,51.4
1031,Medellín,M,26.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,621.0,4.0,29.1,50.2
1032,Medellín,M,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,682.0,4.0,29.2,49.9
1033,Medellín,M,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,976.0,4.0,29.3,51.9
1034,Medellín,M,26.0,2.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,1576.0,5.0,29.1,55.0
1035,Medellín,M,21.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,248.0,2.0,28.9,51.4
1036,Medellín,M,21.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,264.0,2.0,29.1,50.2
1037,Medellín,M,21.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,299.0,2.0,29.2,49.9
1038,Medellín,M,21.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,311.0,3.0,29.3,51.9
1039,Medellín,M,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,340.0,3.0,29.1,55.0
1040,Medellín,F,22.0,0.0,1.0,0.0,1.0,3.0,0.0,-3.0,0.0,884.0,4.0,28.9,51.4
1041,Medellín,F,22.0,0.0,1.0,-1.0,0.5,2.0,0.33,-2.0,0.33,981.0,4.0,29.1,50.2
1042,Medellín,F,22.0,2.0,0.0,0.0,1.0,-2.0,0.33,-3.0,0.0,975.0,4.0,29.3,51.9
1043,Medellín,F,21.0,1.0,0.5,-1.0,0.5,3.0,0.0,-2.0,0.33,310.0,3.0,28.9,51.4
1044,Medellín,F,21.0,1.0,0.5,-1.0,0.5,2.0,0.33,-1.0,0.67,331.0,3.0,29.1,50.2
1045,Medellín,F,21.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,392.0,3.0,29.3,51.9
1046,Medellín,F,21.0,1.0,0.5,1.0,0.5,1.0,0.67,0.0,1.0,577.0,4.0,29.1,55.0
1047,Medellín,M,26.0,-1.0,0.5,2.0,0.0,2.0,0.33,-2.0,0.33,236.0,2.0,28.9,51.4
1048,Medellín,M,26.0,0.0,1.0,2.0,0.0,2.0,0.33,-3.0,0.0,262.0,2.0,29.1,50.2
1049,Medellín,M,26.0,-1.0,0.5,2.0,0.0,3.0,0.0,-3.0,0.0,302.0,3.0,29.2,49.9
1050,Medellín,M,26.0,-1.0,0.5,2.0,0.0,3.0,0.0,-3.0,0.0,309.0,3.0,29.3,51.9
1051,Medellín,M,26.0,0.0,1.0,0.0,1.0,3.0,0.0,-3.0,0.0,427.0,3.0,29.1,55.0
1052,Medellín,M,25.0,0.0,1.0,0.0,1.0,2.0,0.33,-1.0,0.67,565.0,4.0,28.9,51.4
1053,Medellín,M,25.0,0.0,1.0,0.0,1.0,2.0,0.33,-1.0,0.67,588.0,4.0,29.1,50.2
1054,Medellín,M,25.0,0.0,1.0,1.0,0.5,2.0,0.33,-2.0,0.33,635.0,4.0,29.2,49.9
1055,Medellín,M,25.0,-1.0,0.5,1.0,0.5,3.0,0.0,-2.0,0.33,698.0,4.0,29.3,51.9
1056,Medellín,M,25.0,2.0,0.0,-2.0,0.0,3.0,0.0,-2.0,0.33,1701.0,5.0,29.1,55.0
1057,Medellín,F,26.0,0.0,1.0,0.0,1.0,2.0,0.33,-1.0,0.67,384.0,3.0,28.9,51.4
1058,Medellín,F,26.0,0.0,1.0,0.0,1.0,2.0,0.33,-1.0,0.67,415.0,3.0,29.1,50.2
1059,Medellín,F,26.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,438.0,3.0,29.2,49.9
1060,Medellín,F,26.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,461.0,3.0,29.3,51.9
1061,Medellín,F,26.0,1.0,0.5,-1.0,0.5,2.0,0.33,-2.0,0.33,755.0,4.0,29.1,55.0
1062,Medellín,F,21.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,91.0,1.0,28.9,51.4
1063,Medellín,F,21.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,126.0,2.0,29.1,50.2
1064,Medellín,F,21.0,0.0,1.0,0.0,1.0,2.0,0.33,-3.0,0.0,140.0,2.0,29.2,49.9
1065,Medellín,F,21.0,0.0,1.0,1.0,0.5,3.0,0.0,-3.0,0.0,154.0,2.0,29.3,51.9
1066,Medellín,F,21.0,0.0,1.0,0.0,1.0,3.0,0.0,-2.0,0.33,246.0,2.0,29.1,55.0
1067,Medellín,M,22.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,356.0,3.0,21.7,76.0
1068,Medellín,M,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,363.0,3.0,22.2,74.2
1069,Medellín,M,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,381.0,3.0,22.7,72.4
1070,Medellín,M,22.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,412.0,3.0,23.1,70.4
1071,Medellín,M,22.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,474.0,3.0,23.5,68.0
