,Ciudad,genero,edad,P1.1,P6 bien,P2.1,P7 bien,Rango_EH_media,Rango_EV_media,TEMP,HUMEDAD,sens_vis_term_orig,pref_vis_term_orig
855,Armenia,M,19.0,0.0,1.0,0.0,-1.0,5.0,5.0,30.5,54.2,1.00.05.0,-1.00.05.0
856,Armenia,M,19.0,0.0,0.0,0.0,-1.0,2.0,3.0,30.2,55.7,0.00.03.0,-1.00.03.0
857,Armenia,F,20.0,0.0,1.0,0.0,-2.0,4.0,4.0,29.9,56.4,1.00.04.0,-2.00.04.0
858,Armenia,F,20.0,0.0,2.0,0.0,-2.0,4.0,4.0,30.2,55.8,2.00.04.0,-2.00.04.0
859,Armenia,F,20.0,-1.0,0.0,1.0,-2.0,4.0,4.0,30.3,55.6,0.0-1.04.0,-2.01.04.0
860,Armenia,F,20.0,0.0,2.0,0.0,-2.0,4.0,4.0,30.5,54.2,2.00.04.0,-2.00.04.0
861,Armenia,F,20.0,-1.0,0.0,1.0,-1.0,2.0,2.0,30.2,55.7,0.0-1.02.0,-1.01.02.0
862,Armenia,F,18.0,-1.0,2.0,1.0,-3.0,3.0,3.0,29.9,56.4,2.0-1.03.0,-3.01.03.0
863,Armenia,F,18.0,0.0,2.0,1.0,-3.0,3.0,3.0,30.2,55.8,2.00.03.0,-3.01.03.0
864,Armenia,F,18.0,-1.0,1.0,1.0,-2.0,3.0,3.0,30.3,55.6,1.0-1.03.0,-2.01.03.0
865,Armenia,F,18.0,0.0,3.0,0.0,-3.0,3.0,3.0,30.5,54.2,3.00.03.0,-3.00.03.0
866,Armenia,F,20.0,-1.0,2.0,1.0,-1.0,5.0,4.0,29.9,56.4,2.0-1.04.0,-1.01.04.0
867,Armenia,F,20.0,-1.0,3.0,1.0,-2.0,5.0,4.0,30.2,55.8,3.0-1.04.0,-2.01.04.0
868,Armenia,F,20.0,0.0,3.0,0.0,-2.0,4.0,4.0,30.3,55.6,3.00.04.0,-2.00.04.0
869,Armenia,F,20.0,0.0,3.0,0.0,-3.0,5.0,4.0,30.5,54.2,3.00.04.0,-3.00.04.0
870,Armenia,F,20.0,-1.0,2.0,1.0,-1.0,3.0,2.0,30.2,55.7,2.0-1.02.0,-1.01.02.0
871,Armenia,F,17.0,0.0,1.0,0.0,-1.0,4.0,4.0,29.9,56.4,1.00.04.0,-1.00.04.0
872,Armenia,F,17.0,1.0,2.0,0.0,-2.0,4.0,4.0,30.2,55.8,2.01.04.0,-2.00.04.0
873,Armenia,F,17.0,1.0,3.0,0.0,-3.0,4.0,4.0,30.3,55.6,3.01.04.0,-3.00.04.0
874,Armenia,F,17.0,1.0,2.0,0.0,-3.0,4.0,4.0,30.5,54.2,2.01.04.0,-3.00.04.0
875,Armenia,F,17.0,1.0,1.0,0.0,-2.0,2.0,2.0,30.2,55.7,1.01.02.0,-2.00.02.0
876,Armenia,M,29.0,0.0,2.0,0.0,-3.0,3.0,2.0,29.9,56.4,2.00.02.0,-3.00.02.0
877,Armenia,M,29.0,0.0,2.0,0.0,-3.0,3.0,2.0,30.2,55.8,2.00.02.0,-3.00.02.0
878,Armenia,M,29.0,0.0,3.0,0.0,-3.0,2.0,3.0,30.3,55.6,3.00.03.0,-3.00.03.0
879,Armenia,M,29.0,0.0,3.0,0.0,-3.0,2.0,2.0,30.5,54.2,3.00.02.0,-3.00.02.0
880,Armenia,M,29.0,0.0,2.0,0.0,-3.0,1.0,1.0,30.2,55.7,2.00.01.0,-3.00.01.0
881,Manizales,F,21.0,1.0,-1.0,0.0,1.0,5.0,5.0,23.8,61.8,-1.01.05.0,1.00.05.0
882,Manizales,F,21.0,2.0,0.0,-1.0,0.0,5.0,5.0,24.1,63.7,0.02.05.0,0.0-1.05.0
883,Manizales,F,21.0,1.0,0.0,-2.0,0.0,5.0,5.0,24.1,64.7,0.01.05.0,0.0-2.05.0
884,Manizales,F,21.0,0.0,0.0,0.0,-1.0,5.0,5.0,24.1,65.2,0.00.05.0,-1.00.05.0
885,Manizales,F,21.0,0.0,1.0,0.0,-1.0,5.0,5.0,24.3,64.1,1.00.05.0,-1.00.05.0
886,Manizales,F,21.0,0.0,1.0,0.0,-1.0,5.0,5.0,24.7,62.4,1.00.05.0,-1.00.05.0
887,Manizales,F,30.0,0.0,1.0,0.0,-1.0,4.0,4.0,23.8,61.8,1.00.04.0,-1.00.04.0
888,Manizales,F,30.0,0.0,1.0,0.0,-1.0,4.0,4.0,24.1,63.7,1.00.04.0,-1.00.04.0
889,Manizales,F,30.0,0.0,1.0,-1.0,-1.0,4.0,4.0,24.1,64.7,1.00.04.0,-1.0-1.04.0
890,Manizales,F,30.0,0.0,1.0,-1.0,-1.0,4.0,4.0,24.1,65.2,1.00.04.0,-1.0-1.04.0
891,Manizales,F,30.0,0.0,1.0,0.0,-1.0,4.0,4.0,24.3,64.1,1.00.04.0,-1.00.04.0
892,Manizales,F,30.0,0.0,1.0,0.0,-1.0,4.0,4.0,24.7,62.4,1.00.04.0,-1.00.04.0
893,Manizales,F,23.0,0.0,0.0,0.0,0.0,4.0,3.0,23.8,61.8,0.00.03.0,0.00.03.0
894,Manizales,F,23.0,0.0,0.0,0.0,0.0,4.0,3.0,24.1,63.7,0.00.03.0,0.00.03.0
895,Manizales,F,23.0,0.0,0.0,0.0,0.0,4.0,3.0,24.1,64.7,0.00.03.0,0.00.03.0
896,Manizales,F,23.0,0.0,0.0,0.0,0.0,4.0,3.0,24.1,65.2,0.00.03.0,0.00.03.0
897,Manizales,F,23.0,0.0,0.0,0.0,0.0,4.0,3.0,24.3,64.1,0.00.03.0,0.00.03.0
898,Manizales,F,23.0,0.0,0.0,0.0,0.0,4.0,3.0,24.7,62.4,0.00.03.0,0.00.03.0
899,Manizales,F,20.0,0.0,0.0,1.0,0.0,5.0,5.0,23.8,61.8,0.00.05.0,0.01.05.0
900,Manizales,F,20.0,0.0,0.0,0.0,0.0,5.0,5.0,24.1,63.7,0.00.05.0,0.00.05.0
901,Manizales,F,20.0,0.0,0.0,0.0,0.0,5.0,5.0,24.1,64.7,0.00.05.0,0.00.05.0
902,Manizales,F,20.0,0.0,0.0,0.0,0.0,5.0,5.0,24.1,65.2,0.00.05.0,0.00.05.0
903,Manizales,F,20.0,0.0,0.0,0.0,0.0,5.0,5.0,24.3,64.1,0.00.05.0,0.00.05.0
904,Manizales,F,20.0,0.0,0.0,0.0,0.0,5.0,5.0,24.7,62.4,0.00.05.0,0.00.05.0
905,Manizales,F,21.0,1.0,0.0,1.0,0.0,5.0,4.0,23.8,61.8,0.01.04.0,0.01.04.0
906,Manizales,F,21.0,0.0,0.0,-1.0,0.0,5.0,4.0,24.1,63.7,0.00.04.0,0.0-1.04.0
907,Manizales,F,21.0,0.0,0.0,-1.0,0.0,5.0,4.0,24.1,64.7,0.00.04.0,0.0-1.04.0
908,Manizales,F,21.0,0.0,0.0,-1.0,0.0,5.0,4.0,24.1,65.2,0.00.04.0,0.0-1.04.0
909,Manizales,F,21.0,0.0,0.0,-1.0,0.0,5.0,4.0,24.7,62.4,0.00.04.0,0.0-1.04.0
910,Manizales,M,24.0,1.0,-1.0,0.0,0.0,4.0,4.0,23.8,61.8,-1.01.04.0,0.00.04.0
911,Manizales,M,24.0,1.0,-1.0,0.0,0.0,4.0,4.0,24.1,63.7,-1.01.04.0,0.00.04.0
912,Manizales,M,24.0,1.0,-1.0,0.0,0.0,4.0,4.0,24.1,64.7,-1.01.04.0,0.00.04.0
913,Manizales,M,24.0,1.0,-1.0,0.0,0.0,4.0,4.0,24.1,65.2,-1.01.04.0,0.00.04.0
914,Manizales,M,24.0,1.0,-1.0,0.0,0.0,4.0,4.0,24.3,64.1,-1.01.04.0,0.00.04.0
915,Manizales,M,24.0,1.0,-1.0,0.0,0.0,4.0,4.0,24.7,62.4,-1.01.04.0,0.00.04.0
916,Manizales,F,22.0,0.0,0.0,0.0,-1.0,5.0,5.0,23.8,61.8,0.00.05.0,-1.00.05.0
917,Manizales,F,22.0,-1.0,1.0,-1.0,-2.0,5.0,5.0,24.1,63.7,1.0-1.05.0,-2.0-1.05.0
918,Manizales,F,22.0,2.0,3.0,-2.0,-3.0,5.0,5.0,24.1,64.7,3.02.05.0,-3.0-2.05.0
919,Manizales,F,22.0,1.0,-2.0,0.0,2.0,5.0,5.0,24.3,64.1,-2.01.05.0,2.00.05.0
920,Manizales,F,22.0,-1.0,0.0,0.0,0.0,5.0,5.0,24.7,62.4,0.0-1.05.0,0.00.05.0
921,Manizales,M,22.0,0.0,0.0,0.0,0.0,5.0,4.0,23.8,61.8,0.00.04.0,0.00.04.0
922,Manizales,M,22.0,0.0,0.0,0.0,0.0,5.0,4.0,24.1,63.7,0.00.04.0,0.00.04.0
923,Manizales,M,22.0,0.0,0.0,0.0,0.0,5.0,4.0,24.1,64.7,0.00.04.0,0.00.04.0
924,Manizales,M,22.0,0.0,0.0,0.0,0.0,5.0,4.0,24.3,64.1,0.00.04.0,0.00.04.0
925,Manizales,M,22.0,0.0,0.0,0.0,0.0,5.0,4.0,24.7,62.4,0.00.04.0,0.00.04.0
926,Manizales,M,23.0,0.0,0.0,1.0,1.0,4.0,4.0,23.8,61.8,0.00.04.0,1.01.04.0
927,Manizales,M,23.0,0.0,-1.0,1.0,1.0,4.0,4.0,24.1,63.7,-1.00.04.0,1.01.04.0
928,Manizales,M,23.0,0.0,0.0,0.0,1.0,4.0,4.0,24.1,64.7,0.00.04.0,1.00.04.0
929,Manizales,M,23.0,0.0,0.0,0.0,1.0,4.0,4.0,24.1,65.2,0.00.04.0,1.00.04.0
930,Manizales,M,23.0,0.0,0.0,0.0,0.0,3.0,4.0,24.3,64.1,0.00.04.0,0.00.04.0
931,Manizales,M,23.0,0.0,0.0,0.0,0.0,4.0,4.0,24.7,62.4,0.00.04.0,0.00.04.0
932,Manizales,F,24.0,0.0,0.0,0.0,0.0,2.0,2.0,23.8,61.8,0.00.02.0,0.00.02.0
933,Manizales,F,24.0,0.0,0.0,0.0,0.0,3.0,2.0,24.1,63.7,0.00.02.0,0.00.02.0
934,Manizales,F,24.0,0.0,0.0,0.0,-1.0,2.0,2.0,24.1,64.7,0.00.02.0,-1.00.02.0
935,Manizales,F,24.0,0.0,0.0,0.0,0.0,3.0,2.0,24.1,65.2,0.00.02.0,0.00.02.0
936,Manizales,F,24.0,0.0,1.0,0.0,-1.0,2.0,2.0,24.3,64.1,1.00.02.0,-1.00.02.0
937,Manizales,F,24.0,0.0,0.0,0.0,0.0,3.0,2.0,24.7,62.4,0.00.02.0,0.00.02.0
938,Manizales,M,26.0,0.0,0.0,1.0,0.0,2.0,2.0,23.8,61.8,0.00.02.0,0.01.02.0
939,Manizales,M,26.0,0.0,0.0,1.0,0.0,3.0,2.0,24.1,63.7,0.00.02.0,0.01.02.0
940,Manizales,M,26.0,0.0,0.0,1.0,0.0,3.0,2.0,24.1,64.7,0.00.02.0,0.01.02.0
941,Manizales,M,26.0,0.0,0.0,1.0,0.0,3.0,2.0,24.1,65.2,0.00.02.0,0.01.02.0
942,Manizales,M,26.0,0.0,0.0,1.0,0.0,3.0,2.0,24.3,64.1,0.00.02.0,0.01.02.0
943,Manizales,M,26.0,0.0,0.0,1.0,0.0,3.0,2.0,24.7,62.4,0.00.02.0,0.01.02.0
944,Manizales,M,23.0,0.0,0.0,1.0,0.0,3.0,3.0,23.8,61.8,0.00.03.0,0.01.03.0
945,Manizales,M,23.0,0.0,0.0,1.0,0.0,3.0,3.0,24.1,63.7,0.00.03.0,0.01.03.0
946,Manizales,M,23.0,0.0,-1.0,1.0,1.0,3.0,3.0,24.1,64.7,-1.00.03.0,1.01.03.0
947,Manizales,M,23.0,0.0,0.0,1.0,0.0,3.0,3.0,24.1,65.2,0.00.03.0,0.01.03.0
948,Manizales,M,23.0,0.0,0.0,1.0,0.0,2.0,3.0,24.3,64.1,0.00.03.0,0.01.03.0
949,Manizales,M,23.0,0.0,0.0,1.0,0.0,3.0,2.0,24.7,62.4,0.00.02.0,0.01.02.0
950,Manizales,F,21.0,1.0,3.0,0.0,-3.0,4.0,4.0,27.3,54.8,3.01.04.0,-3.00.04.0
951,Manizales,F,21.0,0.0,0.0,0.0,0.0,4.0,4.0,27.0,50.0,0.00.04.0,0.00.04.0
952,Manizales,F,21.0,0.0,0.0,0.0,0.0,4.0,4.0,27.0,50.2,0.00.04.0,0.00.04.0
953,Manizales,F,21.0,0.0,0.0,0.0,0.0,4.0,4.0,27.1,49.2,0.00.04.0,0.00.04.0
954,Manizales,F,21.0,0.0,0.0,0.0,0.0,3.0,3.0,26.5,49.7,0.00.03.0,0.00.03.0
955,Manizales,F,21.0,0.0,1.0,1.0,-1.0,4.0,2.0,27.3,54.8,1.00.02.0,-1.01.02.0
956,Manizales,F,21.0,0.0,1.0,1.0,-1.0,4.0,3.0,27.0,50.0,1.00.03.0,-1.01.03.0
957,Manizales,F,21.0,1.0,0.0,1.0,0.0,4.0,3.0,27.0,50.2,0.01.03.0,0.01.03.0
958,Manizales,F,21.0,0.0,0.0,1.0,0.0,4.0,2.0,27.1,49.2,0.00.02.0,0.01.02.0
959,Manizales,F,21.0,0.0,0.0,1.0,0.0,4.0,2.0,26.5,49.7,0.00.02.0,0.01.02.0
960,Manizales,F,22.0,2.0,3.0,0.0,-1.0,5.0,4.0,27.3,54.8,3.02.04.0,-1.00.04.0
961,Manizales,F,22.0,2.0,2.0,0.0,-1.0,5.0,4.0,27.0,50.0,2.02.04.0,-1.00.04.0
962,Manizales,F,22.0,1.0,2.0,0.0,-1.0,5.0,4.0,27.0,50.2,2.01.04.0,-1.00.04.0
963,Manizales,F,22.0,1.0,0.0,0.0,-1.0,4.0,4.0,27.1,49.2,0.01.04.0,-1.00.04.0
964,Manizales,F,22.0,0.0,1.0,0.0,-1.0,4.0,4.0,26.5,49.7,1.00.04.0,-1.00.04.0
965,Manizales,M,22.0,1.0,3.0,0.0,-2.0,4.0,3.0,27.3,54.8,3.01.03.0,-2.00.03.0
966,Manizales,M,22.0,0.0,2.0,0.0,-2.0,4.0,4.0,27.0,50.0,2.00.04.0,-2.00.04.0
967,Manizales,M,22.0,1.0,2.0,0.0,-2.0,4.0,3.0,27.0,50.2,2.01.03.0,-2.00.03.0
968,Manizales,M,22.0,0.0,1.0,0.0,-1.0,4.0,3.0,27.1,49.2,1.00.03.0,-1.00.03.0
969,Manizales,M,22.0,0.0,0.0,0.0,-1.0,4.0,3.0,26.5,49.7,0.00.03.0,-1.00.03.0
970,Manizales,F,23.0,0.0,0.0,2.0,0.0,3.0,3.0,27.3,54.8,0.00.03.0,0.02.03.0
971,Manizales,F,23.0,1.0,1.0,2.0,-1.0,3.0,3.0,27.0,50.0,1.01.03.0,-1.02.03.0
972,Manizales,F,23.0,1.0,-1.0,2.0,1.0,3.0,3.0,27.0,50.2,-1.01.03.0,1.02.03.0
973,Manizales,F,23.0,1.0,-2.0,2.0,2.0,3.0,3.0,27.1,49.2,-2.01.03.0,2.02.03.0
974,Manizales,F,23.0,-1.0,-2.0,2.0,2.0,3.0,3.0,26.5,49.7,-2.0-1.03.0,2.02.03.0
975,Manizales,M,25.0,0.0,2.0,1.0,-2.0,5.0,4.0,27.3,54.8,2.00.04.0,-2.01.04.0
976,Manizales,M,25.0,-1.0,1.0,2.0,-2.0,5.0,4.0,27.0,50.0,1.0-1.04.0,-2.02.04.0
977,Manizales,M,25.0,0.0,1.0,2.0,-2.0,5.0,4.0,27.0,50.2,1.00.04.0,-2.02.04.0
978,Manizales,M,25.0,0.0,0.0,2.0,-1.0,5.0,4.0,27.1,49.2,0.00.04.0,-1.02.04.0
979,Manizales,M,25.0,0.0,0.0,2.0,-1.0,5.0,4.0,26.5,49.7,0.00.04.0,-1.02.04.0
980,Manizales,M,26.0,0.0,1.0,1.0,-1.0,4.0,4.0,27.3,54.8,1.00.04.0,-1.01.04.0
981,Manizales,M,26.0,-1.0,1.0,2.0,-1.0,4.0,4.0,27.0,50.0,1.0-1.04.0,-1.02.04.0
982,Manizales,M,26.0,-1.0,1.0,1.0,-1.0,4.0,4.0,27.0,50.2,1.0-1.04.0,-1.01.04.0
983,Manizales,M,26.0,-1.0,0.0,2.0,-1.0,3.0,3.0,27.1,49.2,0.0-1.03.0,-1.02.03.0
984,Manizales,M,26.0,-1.0,0.0,1.0,-1.0,3.0,3.0,26.5,49.7,0.0-1.03.0,-1.01.03.0
985,Manizales,F,23.0,0.0,0.0,0.0,0.0,2.0,3.0,27.3,54.8,0.00.03.0,0.00.03.0
986,Manizales,F,23.0,0.0,-1.0,0.0,1.0,3.0,3.0,27.0,50.0,-1.00.03.0,1.00.03.0
987,Manizales,F,23.0,0.0,-1.0,1.0,1.0,3.0,3.0,27.0,50.2,-1.00.03.0,1.01.03.0
988,Manizales,F,23.0,0.0,-1.0,1.0,1.0,3.0,3.0,27.1,49.2,-1.00.03.0,1.01.03.0
989,Manizales,F,23.0,0.0,-2.0,2.0,1.0,3.0,2.0,26.5,49.7,-2.00.02.0,1.02.02.0
990,Manizales,M,21.0,0.0,1.0,0.0,-1.0,2.0,2.0,27.3,54.8,1.00.02.0,-1.00.02.0
991,Manizales,M,21.0,0.0,2.0,0.0,-1.0,2.0,2.0,27.0,50.0,2.00.02.0,-1.00.02.0
992,Manizales,M,21.0,1.0,2.0,0.0,-1.0,2.0,2.0,27.0,50.2,2.01.02.0,-1.00.02.0
993,Manizales,M,21.0,0.0,2.0,0.0,-2.0,2.0,2.0,27.1,49.2,2.00.02.0,-2.00.02.0
994,Manizales,M,21.0,0.0,2.0,0.0,-1.0,2.0,2.0,26.5,49.7,2.00.02.0,-1.00.02.0
995,Manizales,M,23.0,1.0,1.0,0.0,-1.0,1.0,2.0,27.3,54.8,1.01.02.0,-1.00.02.0
996,Manizales,M,23.0,1.0,0.0,0.0,0.0,3.0,2.0,27.0,50.0,0.01.02.0,0.00.02.0
997,Manizales,M,23.0,0.0,0.0,0.0,0.0,3.0,2.0,27.0,50.2,0.00.02.0,0.00.02.0
998,Manizales,M,23.0,0.0,0.0,1.0,-1.0,3.0,2.0,27.1,49.2,0.00.02.0,-1.01.02.0
999,Manizales,M,23.0,0.0,0.0,1.0,-1.0,2.0,2.0,26.5,49.7,0.00.02.0,-1.01.02.0
1000,Manizales,M,24.0,0.0,1.0,0.0,-1.0,2.0,2.0,27.3,54.8,1.00.02.0,-1.00.02.0
1001,Manizales,M,24.0,0.0,1.0,0.0,-1.0,2.0,2.0,27.0,50.0,1.00.02.0,-1.00.02.0
1002,Manizales,M,24.0,0.0,1.0,0.0,-1.0,2.0,2.0,27.0,50.2,1.00.02.0,-1.00.02.0
1003,Manizales,M,24.0,0.0,0.0,0.0,0.0,2.0,2.0,27.1,49.2,0.00.02.0,0.00.02.0
1004,Manizales,M,24.0,0.0,0.0,0.0,0.0,2.0,2.0,26.5,49.7,0.00.02.0,0.00.02.0
1005,Manizales,M,25.0,1.0,2.0,-1.0,-2.0,4.0,5.0,23.6,63.2,2.01.05.0,-2.0-1.05.0
1006,Manizales,M,25.0,0.0,1.0,-1.0,-1.0,4.0,4.0,24.1,62.7,1.00.04.0,-1.0-1.04.0
1007,Manizales,M,25.0,0.0,0.0,-1.0,-1.0,5.0,5.0,24.6,62.1,0.00.05.0,-1.0-1.05.0
1008,Manizales,M,25.0,-1.0,0.0,0.0,-1.0,5.0,5.0,25.2,60.5,0.0-1.05.0,-1.00.05.0
1009,Manizales,M,25.0,0.0,0.0,0.0,0.0,5.0,5.0,25.5,59.8,0.00.05.0,0.00.05.0
1010,Manizales,M,25.0,0.0,0.0,0.0,-1.0,2.0,2.0,23.6,63.2,0.00.02.0,-1.00.02.0
1011,Manizales,M,25.0,0.0,1.0,0.0,-2.0,3.0,2.0,24.1,62.7,1.00.02.0,-2.00.02.0
1012,Manizales,M,25.0,0.0,1.0,0.0,-2.0,4.0,2.0,24.6,62.1,1.00.02.0,-2.00.02.0
1013,Manizales,M,25.0,0.0,0.0,0.0,-2.0,3.0,2.0,25.2,60.5,0.00.02.0,-2.00.02.0
1014,Manizales,M,25.0,0.0,0.0,0.0,-1.0,4.0,2.0,25.5,59.8,0.00.02.0,-1.00.02.0
1015,Manizales,F,20.0,0.0,0.0,0.0,0.0,3.0,2.0,23.6,63.2,0.00.02.0,0.00.02.0
1016,Manizales,F,20.0,0.0,0.0,0.0,0.0,2.0,2.0,24.1,62.7,0.00.02.0,0.00.02.0
1017,Manizales,F,20.0,0.0,0.0,0.0,0.0,3.0,3.0,24.6,62.1,0.00.03.0,0.00.03.0
1018,Manizales,F,20.0,1.0,0.0,0.0,0.0,3.0,3.0,25.2,60.5,0.01.03.0,0.00.03.0
1019,Manizales,F,20.0,1.0,0.0,0.0,0.0,4.0,3.0,25.5,59.8,0.01.03.0,0.00.03.0
1020,Manizales,F,21.0,2.0,0.0,-1.0,0.0,5.0,5.0,23.6,63.2,0.02.05.0,0.0-1.05.0
1021,Manizales,F,21.0,0.0,0.0,0.0,0.0,4.0,5.0,24.1,62.7,0.00.05.0,0.00.05.0
1022,Manizales,F,21.0,1.0,0.0,-1.0,0.0,5.0,5.0,24.6,62.1,0.01.05.0,0.0-1.05.0
1023,Manizales,F,21.0,2.0,0.0,-1.0,0.0,5.0,5.0,25.2,60.5,0.02.05.0,0.0-1.05.0
1024,Manizales,F,21.0,0.0,-1.0,0.0,0.0,5.0,5.0,25.5,59.8,-1.00.05.0,0.00.05.0
1025,Manizales,F,22.0,2.0,0.0,-2.0,0.0,3.0,2.0,23.6,63.2,0.02.02.0,0.0-2.02.0
1026,Manizales,F,22.0,1.0,0.0,-1.0,0.0,4.0,2.0,24.1,62.7,0.01.02.0,0.0-1.02.0
1027,Manizales,F,22.0,1.0,0.0,-1.0,0.0,5.0,2.0,24.6,62.1,0.01.02.0,0.0-1.02.0
1028,Manizales,F,22.0,0.0,0.0,-1.0,0.0,4.0,2.0,25.2,60.5,0.00.02.0,0.0-1.02.0
1029,Manizales,F,22.0,1.0,0.0,-1.0,0.0,5.0,2.0,25.5,59.8,0.01.02.0,0.0-1.02.0
1030,Manizales,F,25.0,1.0,0.0,-1.0,0.0,3.0,3.0,23.6,63.2,0.01.03.0,0.0-1.03.0
1031,Manizales,F,25.0,1.0,0.0,-1.0,0.0,3.0,3.0,24.1,62.7,0.01.03.0,0.0-1.03.0
1032,Manizales,F,25.0,1.0,0.0,-1.0,0.0,3.0,3.0,24.6,62.1,0.01.03.0,0.0-1.03.0
1033,Manizales,F,25.0,0.0,0.0,0.0,-1.0,2.0,3.0,25.2,60.5,0.00.03.0,-1.00.03.0
1034,Manizales,F,25.0,1.0,0.0,-1.0,0.0,1.0,3.0,25.5,59.8,0.01.03.0,0.0-1.03.0
1035,Manizales,M,22.0,0.0,-1.0,-1.0,1.0,5.0,5.0,23.6,63.2,-1.00.05.0,1.0-1.05.0
1036,Manizales,M,22.0,0.0,0.0,-1.0,1.0,4.0,5.0,24.1,62.7,0.00.05.0,1.0-1.05.0
1037,Manizales,M,22.0,0.0,-1.0,0.0,1.0,5.0,5.0,24.6,62.1,-1.00.05.0,1.00.05.0
1038,Manizales,M,22.0,0.0,-1.0,1.0,1.0,4.0,5.0,25.2,60.5,-1.00.05.0,1.01.05.0
1039,Manizales,M,22.0,0.0,-1.0,2.0,2.0,3.0,3.0,23.6,63.2,-1.00.03.0,2.02.03.0
1040,Manizales,M,22.0,0.0,0.0,2.0,2.0,4.0,4.0,24.1,62.7,0.00.04.0,2.02.04.0
1041,Manizales,M,22.0,0.0,0.0,1.0,2.0,4.0,3.0,24.6,62.1,0.00.03.0,2.01.03.0
1042,Manizales,M,22.0,0.0,0.0,2.0,2.0,3.0,3.0,25.2,60.5,0.00.03.0,2.02.03.0
1043,Manizales,M,22.0,0.0,1.0,2.0,2.0,4.0,3.0,25.5,59.8,1.00.03.0,2.02.03.0
1044,Manizales,F,20.0,1.0,1.0,0.0,-1.0,2.0,3.0,23.6,63.2,1.01.03.0,-1.00.03.0
1045,Manizales,F,20.0,1.0,2.0,0.0,-2.0,3.0,3.0,24.1,62.7,2.01.03.0,-2.00.03.0
1046,Manizales,F,20.0,2.0,2.0,-1.0,-2.0,4.0,4.0,24.6,62.1,2.02.04.0,-2.0-1.04.0
1047,Manizales,F,20.0,2.0,2.0,-1.0,-2.0,3.0,3.0,25.2,60.5,2.02.03.0,-2.0-1.03.0
1048,Manizales,F,20.0,2.0,2.0,-1.0,-2.0,3.0,4.0,25.5,59.8,2.02.04.0,-2.0-1.04.0
1049,Manizales,F,19.0,0.0,0.0,0.0,0.0,2.0,2.0,23.6,63.2,0.00.02.0,0.00.02.0
1050,Manizales,F,19.0,0.0,-1.0,0.0,0.0,2.0,2.0,24.1,62.7,-1.00.02.0,0.00.02.0
1051,Manizales,F,19.0,1.0,0.0,0.0,0.0,2.0,2.0,24.6,62.1,0.01.02.0,0.00.02.0
1052,Manizales,F,19.0,0.0,0.0,0.0,0.0,2.0,2.0,25.2,60.5,0.00.02.0,0.00.02.0
1053,Manizales,F,19.0,0.0,0.0,0.0,1.0,2.0,2.0,25.5,59.8,0.00.02.0,1.00.02.0
1054,Manizales,F,23.0,0.0,0.0,2.0,0.0,2.0,1.0,23.6,63.2,0.00.01.0,0.02.01.0
1055,Manizales,F,23.0,0.0,0.0,2.0,0.0,2.0,1.0,24.1,62.7,0.00.01.0,0.02.01.0
1056,Manizales,F,23.0,0.0,0.0,2.0,0.0,3.0,1.0,24.6,62.1,0.00.01.0,0.02.01.0
1057,Manizales,F,23.0,0.0,0.0,2.0,0.0,3.0,1.0,25.2,60.5,0.00.01.0,0.02.01.0
1058,Manizales,F,23.0,-1.0,0.0,2.0,0.0,3.0,1.0,25.5,59.8,0.0-1.01.0,0.02.01.0
1059,Manizales,F,23.0,0.0,0.0,-1.0,0.0,2.0,2.0,23.6,63.2,0.00.02.0,0.0-1.02.0
1060,Manizales,F,23.0,-2.0,0.0,1.0,0.0,2.0,2.0,24.1,62.7,0.0-2.02.0,0.01.02.0
1061,Manizales,F,23.0,0.0,2.0,-1.0,-3.0,2.0,2.0,24.6,62.1,2.00.02.0,-3.0-1.02.0
1062,Manizales,F,23.0,-2.0,2.0,0.0,-3.0,2.0,2.0,25.2,60.5,2.0-2.02.0,-3.00.02.0
1063,Manizales,F,23.0,0.0,0.0,0.0,-2.0,2.0,2.0,25.5,59.8,0.00.02.0,-2.00.02.0
1064,Manizales,M,20.0,0.0,1.0,1.0,-1.0,3.0,2.0,25.9,58.8,1.00.02.0,-1.01.02.0
1065,Manizales,M,20.0,-1.0,0.0,1.0,0.0,3.0,2.0,25.5,58.9,0.0-1.02.0,0.01.02.0
1066,Manizales,M,20.0,0.0,0.0,0.0,0.0,3.0,2.0,24.9,60.5,0.00.02.0,0.00.02.0
1067,Manizales,M,20.0,0.0,0.0,0.0,0.0,2.0,1.0,24.9,62.5,0.00.01.0,0.00.01.0
1068,Manizales,M,20.0,-1.0,0.0,1.0,0.0,2.0,4.0,24.2,64.1,0.0-1.04.0,0.01.04.0
1069,Manizales,F,22.0,0.0,1.0,0.0,-1.0,3.0,2.0,25.9,58.8,1.00.02.0,-1.00.02.0
1070,Manizales,F,22.0,0.0,0.0,0.0,0.0,2.0,2.0,25.5,58.9,0.00.02.0,0.00.02.0
1071,Manizales,F,22.0,0.0,0.0,0.0,0.0,2.0,2.0,24.9,60.5,0.00.02.0,0.00.02.0
1072,Manizales,F,22.0,0.0,0.0,0.0,0.0,2.0,2.0,24.9,62.5,0.00.02.0,0.00.02.0
1073,Manizales,F,22.0,1.0,0.0,0.0,0.0,2.0,2.0,24.2,64.1,0.01.02.0,0.00.02.0
1074,Manizales,F,22.0,0.0,0.0,0.0,0.0,5.0,4.0,25.9,58.8,0.00.04.0,0.00.04.0
