,Ciudad,genero,edad,P1.1,P6 bien,P2.1,P7 bien,Rango_EH_media,Rango_EV_media,TEMP,HUMEDAD,sens_vis_term_orig,pref_vis_term_orig
419,Cartagena,F,18.0,-1.0,0.0,1.0,0.0,1.0,1.0,28.0,54.0,0.0-1.01.0,0.01.01.0
420,Cartagena,M,19.0,1.0,-2.0,0.0,-1.0,2.0,1.0,28.0,58.1,-2.01.01.0,-1.00.01.0
421,Cartagena,M,19.0,0.0,-2.0,1.0,-1.0,2.0,1.0,28.1,58.9,-2.00.01.0,-1.01.01.0
422,Cartagena,M,19.0,0.0,-1.0,0.0,-1.0,2.0,1.0,28.1,58.5,-1.00.01.0,-1.00.01.0
423,Cartagena,M,19.0,0.0,-1.0,0.0,-1.0,2.0,1.0,27.8,55.4,-1.00.01.0,-1.00.01.0
424,Cartagena,M,19.0,0.0,-1.0,0.0,-1.0,2.0,1.0,27.9,54.6,-1.00.01.0,-1.00.01.0
425,Cartagena,M,19.0,0.0,-1.0,0.0,-1.0,2.0,1.0,28.0,54.0,-1.00.01.0,-1.00.01.0
426,Cartagena,M,18.0,-1.0,0.0,1.0,0.0,1.0,2.0,28.0,58.1,0.0-1.02.0,0.01.02.0
427,Cartagena,M,18.0,-1.0,0.0,1.0,-1.0,1.0,2.0,28.1,58.9,0.0-1.02.0,-1.01.02.0
428,Cartagena,M,18.0,-1.0,-1.0,1.0,0.0,1.0,2.0,28.1,58.5,-1.0-1.02.0,0.01.02.0
429,Cartagena,M,18.0,0.0,-1.0,1.0,0.0,1.0,2.0,27.8,55.4,-1.00.02.0,0.01.02.0
430,Cartagena,M,18.0,0.0,-1.0,1.0,0.0,1.0,2.0,27.9,54.6,-1.00.02.0,0.01.02.0
431,Cartagena,M,18.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,28.0,54.0,-1.0-1.02.0,-1.01.02.0
432,Cartagena,F,19.0,0.0,0.0,1.0,-1.0,1.0,1.0,28.0,58.1,0.00.01.0,-1.01.01.0
433,Cartagena,F,19.0,0.0,0.0,1.0,-1.0,1.0,1.0,28.1,58.9,0.00.01.0,-1.01.01.0
434,Cartagena,F,19.0,-1.0,0.0,2.0,-1.0,1.0,1.0,28.1,58.5,0.0-1.01.0,-1.02.01.0
435,Cartagena,F,19.0,-1.0,0.0,2.0,0.0,1.0,1.0,27.8,55.4,0.0-1.01.0,0.02.01.0
436,Cartagena,F,19.0,-1.0,0.0,2.0,0.0,1.0,1.0,27.9,54.6,0.0-1.01.0,0.02.01.0
437,Cartagena,F,19.0,-1.0,0.0,2.0,0.0,1.0,1.0,28.0,54.0,0.0-1.01.0,0.02.01.0
438,Cartagena,F,21.0,2.0,0.0,1.0,-1.0,1.0,1.0,28.0,58.1,0.02.01.0,-1.01.01.0
439,Cartagena,F,21.0,-2.0,0.0,1.0,-2.0,1.0,1.0,28.1,58.9,0.0-2.01.0,-2.01.01.0
440,Cartagena,F,21.0,1.0,0.0,2.0,0.0,1.0,1.0,28.1,58.5,0.01.01.0,0.02.01.0
441,Cartagena,F,21.0,0.0,0.0,2.0,0.0,1.0,1.0,27.8,55.4,0.00.01.0,0.02.01.0
442,Cartagena,F,21.0,-1.0,0.0,2.0,0.0,1.0,1.0,27.9,54.6,0.0-1.01.0,0.02.01.0
443,Cartagena,F,21.0,-1.0,0.0,2.0,0.0,1.0,1.0,28.0,54.0,0.0-1.01.0,0.02.01.0
444,Cartagena,F,19.0,0.0,0.0,1.0,-2.0,1.0,1.0,25.6,64.1,0.00.01.0,-2.01.01.0
445,Cartagena,F,19.0,0.0,0.0,1.0,-2.0,1.0,1.0,25.8,65.4,0.00.01.0,-2.01.01.0
446,Cartagena,F,19.0,0.0,0.0,1.0,-2.0,1.0,1.0,26.0,65.9,0.00.01.0,-2.01.01.0
447,Cartagena,F,19.0,0.0,0.0,1.0,-1.0,1.0,1.0,25.4,61.6,0.00.01.0,-1.01.01.0
448,Cartagena,F,19.0,0.0,0.0,1.0,-1.0,1.0,1.0,26.2,59.7,0.00.01.0,-1.01.01.0
449,Cartagena,F,19.0,0.0,0.0,1.0,-1.0,1.0,1.0,25.6,62.0,0.00.01.0,-1.01.01.0
450,Cartagena,F,19.0,-1.0,0.0,0.0,0.0,1.0,1.0,25.6,64.1,0.0-1.01.0,0.00.01.0
451,Cartagena,F,19.0,0.0,0.0,0.0,0.0,1.0,1.0,25.8,65.4,0.00.01.0,0.00.01.0
452,Cartagena,F,19.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,65.9,0.00.01.0,0.00.01.0
453,Cartagena,F,19.0,0.0,0.0,0.0,0.0,1.0,1.0,25.4,61.6,0.00.01.0,0.00.01.0
454,Cartagena,F,19.0,0.0,0.0,0.0,0.0,1.0,1.0,26.2,59.7,0.00.01.0,0.00.01.0
455,Cartagena,F,19.0,0.0,0.0,0.0,0.0,1.0,1.0,25.6,62.0,0.00.01.0,0.00.01.0
456,Cartagena,M,19.0,1.0,0.0,1.0,-1.0,1.0,1.0,25.6,64.1,0.01.01.0,-1.01.01.0
457,Cartagena,M,19.0,0.0,0.0,1.0,-1.0,1.0,1.0,25.8,65.4,0.00.01.0,-1.01.01.0
458,Cartagena,M,19.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,65.9,0.00.01.0,0.01.01.0
459,Cartagena,M,19.0,0.0,0.0,1.0,0.0,1.0,1.0,25.4,61.6,0.00.01.0,0.01.01.0
460,Cartagena,M,19.0,0.0,0.0,1.0,0.0,1.0,1.0,26.2,59.7,0.00.01.0,0.01.01.0
461,Cartagena,M,19.0,0.0,0.0,1.0,0.0,1.0,1.0,25.6,62.0,0.00.01.0,0.01.01.0
462,Cartagena,M,19.0,-1.0,0.0,1.0,0.0,1.0,1.0,28.0,58.1,0.0-1.01.0,0.01.01.0
463,Cartagena,M,19.0,-1.0,0.0,1.0,0.0,1.0,1.0,28.1,58.9,0.0-1.01.0,0.01.01.0
464,Cartagena,M,19.0,-1.0,1.0,1.0,-1.0,1.0,1.0,28.1,58.5,1.0-1.01.0,-1.01.01.0
465,Cartagena,M,19.0,-1.0,0.0,1.0,-1.0,1.0,1.0,27.8,55.4,0.0-1.01.0,-1.01.01.0
466,Cartagena,M,19.0,-1.0,0.0,1.0,-1.0,1.0,1.0,27.9,54.6,0.0-1.01.0,-1.01.01.0
467,Cartagena,M,19.0,-1.0,0.0,1.0,-1.0,1.0,1.0,28.0,54.0,0.0-1.01.0,-1.01.01.0
468,Cartagena,M,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,28.0,58.1,0.0-1.01.0,0.02.01.0
469,Cartagena,M,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,28.1,58.9,0.0-1.01.0,0.02.01.0
470,Cartagena,M,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,28.1,58.5,0.0-1.01.0,0.02.01.0
471,Cartagena,M,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,27.8,55.4,0.0-1.01.0,0.02.01.0
472,Cartagena,M,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,27.9,54.6,0.0-1.01.0,0.02.01.0
473,Cartagena,M,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,28.0,54.0,0.0-1.01.0,0.02.01.0
474,Cartagena,M,18.0,-1.0,0.0,2.0,-2.0,1.0,1.0,28.0,58.1,0.0-1.01.0,-2.02.01.0
475,Cartagena,M,18.0,-1.0,1.0,2.0,-2.0,1.0,1.0,28.1,58.9,1.0-1.01.0,-2.02.01.0
476,Cartagena,M,18.0,-1.0,1.0,2.0,-2.0,1.0,1.0,28.1,58.5,1.0-1.01.0,-2.02.01.0
477,Cartagena,M,18.0,-1.0,1.0,1.0,-2.0,1.0,1.0,27.8,55.4,1.0-1.01.0,-2.01.01.0
478,Cartagena,M,18.0,-1.0,1.0,1.0,-2.0,1.0,1.0,27.9,54.6,1.0-1.01.0,-2.01.01.0
479,Cartagena,M,18.0,-1.0,1.0,1.0,-2.0,1.0,1.0,28.0,54.0,1.0-1.01.0,-2.01.01.0
480,Armenia,F,23.0,2.0,2.0,-1.0,-2.0,3.0,4.0,28.9,50.2,2.02.04.0,-2.0-1.04.0
481,Armenia,F,23.0,2.0,2.0,-1.0,-2.0,3.0,4.0,29.1,50.2,2.02.04.0,-2.0-1.04.0
482,Armenia,F,23.0,1.0,2.0,-1.0,-2.0,2.0,4.0,29.2,50.7,2.01.04.0,-2.0-1.04.0
483,Armenia,F,23.0,1.0,1.0,0.0,-1.0,2.0,4.0,29.4,50.0,1.01.04.0,-1.00.04.0
484,Armenia,M,20.0,0.0,3.0,1.0,-1.0,2.0,2.0,28.9,50.2,3.00.02.0,-1.01.02.0
485,Armenia,M,20.0,0.0,3.0,1.0,-1.0,2.0,2.0,29.1,50.2,3.00.02.0,-1.01.02.0
486,Armenia,M,20.0,-1.0,3.0,1.0,-1.0,2.0,2.0,29.2,50.7,3.0-1.02.0,-1.01.02.0
487,Armenia,M,20.0,-1.0,3.0,1.0,3.0,2.0,2.0,29.4,50.0,3.0-1.02.0,3.01.02.0
488,Armenia,F,17.0,0.0,0.0,0.0,-2.0,3.0,3.0,28.9,50.2,0.00.03.0,-2.00.03.0
489,Armenia,F,17.0,1.0,0.0,0.0,-2.0,3.0,3.0,29.1,50.2,0.01.03.0,-2.00.03.0
490,Armenia,F,17.0,-2.0,0.0,0.0,-2.0,2.0,2.0,29.2,50.7,0.0-2.02.0,-2.00.02.0
491,Armenia,F,17.0,-2.0,2.0,0.0,-3.0,2.0,2.0,29.4,50.0,2.0-2.02.0,-3.00.02.0
492,Armenia,M,20.0,0.0,0.0,0.0,-2.0,3.0,4.0,29.1,50.2,0.00.04.0,-2.00.04.0
493,Armenia,M,20.0,-1.0,0.0,2.0,-2.0,2.0,3.0,29.2,50.7,0.0-1.03.0,-2.02.03.0
494,Armenia,M,20.0,-1.0,0.0,2.0,-1.0,2.0,3.0,29.4,50.0,0.0-1.03.0,-1.02.03.0
495,Armenia,F,18.0,0.0,3.0,0.0,-3.0,2.0,2.0,28.9,50.2,3.00.02.0,-3.00.02.0
496,Armenia,F,18.0,0.0,3.0,0.0,-3.0,2.0,2.0,29.1,50.2,3.00.02.0,-3.00.02.0
497,Armenia,F,18.0,1.0,2.0,0.0,-2.0,2.0,2.0,29.2,50.7,2.01.02.0,-2.00.02.0
498,Armenia,F,18.0,0.0,3.0,0.0,-2.0,2.0,2.0,29.4,50.0,3.00.02.0,-2.00.02.0
499,Armenia,F,16.0,1.0,2.0,0.0,-2.0,4.0,4.0,28.9,50.2,2.01.04.0,-2.00.04.0
500,Armenia,F,16.0,1.0,3.0,1.0,-2.0,3.0,4.0,29.1,50.2,3.01.04.0,-2.01.04.0
501,Armenia,F,16.0,0.0,3.0,0.0,-2.0,3.0,3.0,29.2,50.7,3.00.03.0,-2.00.03.0
502,Armenia,F,16.0,1.0,2.0,-2.0,-2.0,3.0,3.0,29.4,50.0,2.01.03.0,-2.0-2.03.0
503,Armenia,M,21.0,1.0,1.0,-1.0,-3.0,3.0,3.0,28.9,50.2,1.01.03.0,-3.0-1.03.0
504,Armenia,M,21.0,0.0,2.0,1.0,-2.0,3.0,3.0,29.1,50.2,2.00.03.0,-2.01.03.0
505,Armenia,M,21.0,0.0,2.0,0.0,-2.0,2.0,2.0,29.2,50.7,2.00.02.0,-2.00.02.0
506,Armenia,F,17.0,1.0,1.0,1.0,-1.0,2.0,2.0,28.9,50.2,1.01.02.0,-1.01.02.0
507,Armenia,F,17.0,1.0,1.0,1.0,-2.0,2.0,2.0,29.1,50.2,1.01.02.0,-2.01.02.0
508,Armenia,F,17.0,0.0,0.0,1.0,-1.0,2.0,2.0,29.2,50.7,0.00.02.0,-1.01.02.0
509,Armenia,F,17.0,0.0,1.0,1.0,-1.0,2.0,2.0,29.4,50.0,1.00.02.0,-1.01.02.0
510,Armenia,M,17.0,0.0,0.0,0.0,-3.0,4.0,4.0,28.9,50.2,0.00.04.0,-3.00.04.0
511,Armenia,M,17.0,0.0,0.0,0.0,-3.0,4.0,3.0,29.1,50.2,0.00.03.0,-3.00.03.0
512,Armenia,M,17.0,0.0,1.0,0.0,-3.0,3.0,2.0,29.2,50.7,1.00.02.0,-3.00.02.0
513,Armenia,M,17.0,0.0,1.0,0.0,-3.0,3.0,2.0,29.4,50.0,1.00.02.0,-3.00.02.0
514,Armenia,F,18.0,1.0,2.0,2.0,-2.0,3.0,3.0,28.9,50.2,2.01.03.0,-2.02.03.0
515,Armenia,F,18.0,1.0,2.0,2.0,-2.0,3.0,3.0,29.1,50.2,2.01.03.0,-2.02.03.0
516,Armenia,F,18.0,1.0,2.0,2.0,-2.0,2.0,2.0,29.2,50.7,2.01.02.0,-2.02.02.0
517,Armenia,F,18.0,1.0,2.0,2.0,-2.0,3.0,2.0,29.4,50.0,2.01.02.0,-2.02.02.0
518,Armenia,M,23.0,0.0,1.0,0.0,-1.0,2.0,2.0,28.9,50.2,1.00.02.0,-1.00.02.0
519,Armenia,M,23.0,0.0,1.0,0.0,-1.0,2.0,2.0,29.1,50.2,1.00.02.0,-1.00.02.0
520,Armenia,M,23.0,0.0,2.0,0.0,-1.0,1.0,1.0,29.2,50.7,2.00.01.0,-1.00.01.0
521,Armenia,F,19.0,0.0,0.0,1.0,-2.0,2.0,3.0,24.2,68.4,0.00.03.0,-2.01.03.0
522,Armenia,F,19.0,2.0,0.0,0.0,0.0,2.0,3.0,24.6,66.0,0.02.03.0,0.00.03.0
523,Armenia,F,19.0,-1.0,-1.0,0.0,1.0,2.0,3.0,24.8,65.9,-1.0-1.03.0,1.00.03.0
524,Armenia,F,19.0,-1.0,0.0,1.0,0.0,2.0,4.0,25.0,65.6,0.0-1.04.0,0.01.04.0
525,Armenia,F,19.0,1.0,0.0,0.0,0.0,2.0,3.0,25.2,64.9,0.01.03.0,0.00.03.0
526,Armenia,F,20.0,0.0,0.0,0.0,0.0,2.0,2.0,24.2,68.4,0.00.02.0,0.00.02.0
527,Armenia,F,20.0,-1.0,-1.0,1.0,0.0,2.0,3.0,24.6,66.0,-1.0-1.03.0,0.01.03.0
528,Armenia,F,20.0,-1.0,-1.0,1.0,0.0,2.0,3.0,24.8,65.9,-1.0-1.03.0,0.01.03.0
529,Armenia,F,20.0,-1.0,-2.0,2.0,1.0,2.0,3.0,25.0,65.6,-2.0-1.03.0,1.02.03.0
530,Armenia,F,20.0,-1.0,-2.0,1.0,0.0,2.0,2.0,25.2,64.9,-2.0-1.02.0,0.01.02.0
531,Armenia,M,20.0,0.0,0.0,1.0,-3.0,2.0,2.0,24.2,68.4,0.00.02.0,-3.01.02.0
532,Armenia,M,20.0,0.0,0.0,1.0,-3.0,2.0,2.0,24.6,66.0,0.00.02.0,-3.01.02.0
533,Armenia,M,20.0,0.0,0.0,1.0,-3.0,2.0,2.0,24.8,65.9,0.00.02.0,-3.01.02.0
534,Armenia,M,20.0,0.0,0.0,1.0,-3.0,2.0,2.0,25.0,65.6,0.00.02.0,-3.01.02.0
535,Armenia,M,20.0,0.0,0.0,1.0,-3.0,2.0,2.0,25.2,64.9,0.00.02.0,-3.01.02.0
536,Armenia,F,21.0,0.0,0.0,-1.0,-2.0,2.0,3.0,24.2,68.4,0.00.03.0,-2.0-1.03.0
537,Armenia,F,21.0,0.0,-1.0,-1.0,-3.0,2.0,3.0,24.6,66.0,-1.00.03.0,-3.0-1.03.0
538,Armenia,F,21.0,0.0,1.0,-2.0,-3.0,2.0,3.0,24.8,65.9,1.00.03.0,-3.0-2.03.0
539,Armenia,F,21.0,1.0,2.0,-2.0,-3.0,2.0,3.0,25.0,65.6,2.01.03.0,-3.0-2.03.0
540,Armenia,F,20.0,0.0,-2.0,1.0,0.0,2.0,2.0,24.2,68.4,-2.00.02.0,0.01.02.0
541,Armenia,F,20.0,0.0,-2.0,0.0,0.0,2.0,2.0,24.6,66.0,-2.00.02.0,0.00.02.0
542,Armenia,F,20.0,0.0,0.0,1.0,0.0,2.0,3.0,24.8,65.9,0.00.03.0,0.01.03.0
543,Armenia,F,20.0,0.0,-1.0,0.0,0.0,2.0,3.0,25.0,65.6,-1.00.03.0,0.00.03.0
544,Armenia,F,20.0,0.0,0.0,0.0,0.0,2.0,3.0,25.2,64.9,0.00.03.0,0.00.03.0
545,Armenia,F,21.0,-2.0,1.0,1.0,-3.0,3.0,3.0,24.2,68.4,1.0-2.03.0,-3.01.03.0
546,Armenia,F,21.0,2.0,3.0,-2.0,-3.0,3.0,3.0,24.6,66.0,3.02.03.0,-3.0-2.03.0
547,Armenia,F,21.0,0.0,0.0,0.0,-2.0,3.0,3.0,24.8,65.9,0.00.03.0,-2.00.03.0
548,Armenia,F,21.0,0.0,0.0,0.0,0.0,3.0,3.0,25.0,65.6,0.00.03.0,0.00.03.0
549,Armenia,F,21.0,1.0,1.0,-2.0,-2.0,3.0,3.0,25.2,64.9,1.01.03.0,-2.0-2.03.0
550,Armenia,M,23.0,0.0,-1.0,0.0,0.0,2.0,2.0,24.2,68.4,-1.00.02.0,0.00.02.0
551,Armenia,M,23.0,0.0,-1.0,0.0,0.0,2.0,2.0,24.6,66.0,-1.00.02.0,0.00.02.0
552,Armenia,M,23.0,0.0,-1.0,0.0,-1.0,2.0,2.0,24.8,65.9,-1.00.02.0,-1.00.02.0
553,Armenia,M,23.0,0.0,-1.0,0.0,-1.0,2.0,2.0,25.0,65.6,-1.00.02.0,-1.00.02.0
554,Armenia,M,23.0,0.0,0.0,0.0,-1.0,2.0,3.0,25.2,64.9,0.00.03.0,-1.00.03.0
555,Armenia,F,19.0,2.0,1.0,-1.0,0.0,2.0,2.0,24.2,68.4,1.02.02.0,0.0-1.02.0
556,Armenia,F,19.0,-1.0,-3.0,2.0,0.0,2.0,2.0,24.6,66.0,-3.0-1.02.0,0.02.02.0
557,Armenia,F,19.0,-2.0,-3.0,0.0,1.0,2.0,2.0,24.8,65.9,-3.0-2.02.0,1.00.02.0
558,Armenia,F,19.0,0.0,0.0,-1.0,0.0,2.0,2.0,25.0,65.6,0.00.02.0,0.0-1.02.0
559,Armenia,F,19.0,2.0,2.0,-1.0,-2.0,2.0,2.0,25.2,64.9,2.02.02.0,-2.0-1.02.0
560,Armenia,M,23.0,0.0,0.0,0.0,-1.0,2.0,2.0,24.2,68.4,0.00.02.0,-1.00.02.0
561,Armenia,M,23.0,0.0,0.0,0.0,-1.0,2.0,2.0,24.6,66.0,0.00.02.0,-1.00.02.0
562,Armenia,M,23.0,0.0,0.0,0.0,-1.0,2.0,2.0,24.8,65.9,0.00.02.0,-1.00.02.0
563,Armenia,M,23.0,0.0,0.0,0.0,0.0,2.0,2.0,25.0,65.6,0.00.02.0,0.00.02.0
564,Armenia,M,23.0,0.0,0.0,0.0,0.0,2.0,2.0,25.2,64.9,0.00.02.0,0.00.02.0
565,Armenia,M,19.0,0.0,0.0,0.0,0.0,2.0,1.0,24.2,68.4,0.00.01.0,0.00.01.0
566,Armenia,M,19.0,0.0,-2.0,0.0,1.0,2.0,1.0,24.6,66.0,-2.00.01.0,1.00.01.0
567,Armenia,M,19.0,0.0,0.0,0.0,0.0,2.0,1.0,24.8,65.9,0.00.01.0,0.00.01.0
568,Armenia,M,19.0,0.0,0.0,0.0,0.0,2.0,1.0,25.0,65.6,0.00.01.0,0.00.01.0
569,Armenia,M,19.0,0.0,0.0,0.0,0.0,2.0,1.0,25.2,64.9,0.00.01.0,0.00.01.0
570,Armenia,M,26.0,0.0,1.0,2.0,-3.0,4.0,4.0,28.5,56.2,1.00.04.0,-3.02.04.0
571,Armenia,M,26.0,1.0,1.0,2.0,-3.0,4.0,4.0,28.5,55.4,1.01.04.0,-3.02.04.0
572,Armenia,M,26.0,-1.0,1.0,2.0,-2.0,3.0,4.0,28.6,55.3,1.0-1.04.0,-2.02.04.0
573,Armenia,M,26.0,0.0,-1.0,1.0,-2.0,4.0,4.0,28.4,55.9,-1.00.04.0,-2.01.04.0
574,Armenia,M,26.0,-1.0,1.0,1.0,-3.0,4.0,4.0,28.5,56.0,1.0-1.04.0,-3.01.04.0
575,Armenia,M,26.0,-1.0,-1.0,1.0,-2.0,4.0,4.0,28.4,56.2,-1.0-1.04.0,-2.01.04.0
576,Armenia,F,21.0,1.0,0.0,0.0,0.0,2.0,3.0,28.5,56.2,0.01.03.0,0.00.03.0
577,Armenia,F,21.0,-2.0,0.0,0.0,0.0,3.0,3.0,28.5,55.4,0.0-2.03.0,0.00.03.0
578,Armenia,F,21.0,0.0,0.0,1.0,0.0,2.0,3.0,28.6,55.3,0.00.03.0,0.01.03.0
579,Armenia,F,21.0,-1.0,0.0,2.0,0.0,2.0,3.0,28.4,55.9,0.0-1.03.0,0.02.03.0
580,Armenia,F,21.0,-1.0,0.0,2.0,0.0,2.0,2.0,28.5,56.0,0.0-1.02.0,0.02.02.0
581,Armenia,F,21.0,-1.0,0.0,2.0,0.0,2.0,2.0,28.4,56.2,0.0-1.02.0,0.02.02.0
582,Armenia,F,21.0,-1.0,1.0,1.0,-2.0,2.0,2.0,28.5,56.2,1.0-1.02.0,-2.01.02.0
583,Armenia,F,21.0,-1.0,-1.0,1.0,-2.0,2.0,2.0,28.5,55.4,-1.0-1.02.0,-2.01.02.0
584,Armenia,F,21.0,-1.0,-1.0,1.0,-2.0,2.0,2.0,28.6,55.3,-1.0-1.02.0,-2.01.02.0
585,Armenia,F,21.0,-1.0,-1.0,1.0,-2.0,2.0,2.0,28.4,55.9,-1.0-1.02.0,-2.01.02.0
586,Armenia,F,21.0,-1.0,1.0,2.0,-2.0,2.0,2.0,28.5,56.0,1.0-1.02.0,-2.02.02.0
587,Armenia,F,21.0,-1.0,1.0,1.0,-2.0,2.0,2.0,28.4,56.2,1.0-1.02.0,-2.01.02.0
588,Armenia,M,30.0,1.0,1.0,1.0,-1.0,3.0,4.0,28.5,56.2,1.01.04.0,-1.01.04.0
589,Armenia,M,30.0,1.0,3.0,1.0,-2.0,3.0,4.0,28.5,55.4,3.01.04.0,-2.01.04.0
590,Armenia,M,30.0,1.0,3.0,1.0,-2.0,2.0,3.0,28.6,55.3,3.01.03.0,-2.01.03.0
591,Armenia,M,30.0,1.0,2.0,1.0,-2.0,3.0,3.0,28.4,55.9,2.01.03.0,-2.01.03.0
592,Armenia,M,30.0,1.0,2.0,1.0,-2.0,2.0,3.0,28.5,56.0,2.01.03.0,-2.01.03.0
593,Armenia,M,30.0,1.0,2.0,1.0,-2.0,2.0,3.0,28.4,56.2,2.01.03.0,-2.01.03.0
594,Armenia,M,20.0,0.0,0.0,1.0,0.0,2.0,3.0,28.5,56.2,0.00.03.0,0.01.03.0
595,Armenia,M,20.0,-1.0,-2.0,2.0,1.0,2.0,2.0,28.6,55.3,-2.0-1.02.0,1.02.02.0
596,Armenia,M,20.0,0.0,-2.0,1.0,-1.0,2.0,2.0,28.5,56.0,-2.00.02.0,-1.01.02.0
597,Armenia,M,20.0,-2.0,-2.0,2.0,-1.0,1.0,2.0,28.4,56.2,-2.0-2.02.0,-1.02.02.0
598,Armenia,F,19.0,1.0,2.0,2.0,-2.0,2.0,2.0,28.5,56.2,2.01.02.0,-2.02.02.0
599,Armenia,F,19.0,0.0,3.0,0.0,-3.0,2.0,2.0,28.5,55.4,3.00.02.0,-3.00.02.0
600,Armenia,F,19.0,-1.0,1.0,-1.0,-1.0,2.0,2.0,28.6,55.3,1.0-1.02.0,-1.0-1.02.0
601,Armenia,F,19.0,-1.0,1.0,1.0,-2.0,2.0,2.0,28.4,55.9,1.0-1.02.0,-2.01.02.0
602,Armenia,F,19.0,-2.0,0.0,2.0,0.0,2.0,2.0,28.5,56.0,0.0-2.02.0,0.02.02.0
603,Armenia,F,19.0,-1.0,-1.0,1.0,0.0,2.0,2.0,28.4,56.2,-1.0-1.02.0,0.01.02.0
604,Armenia,F,20.0,2.0,3.0,0.0,-1.0,4.0,4.0,28.5,56.2,3.02.04.0,-1.00.04.0
605,Armenia,F,20.0,2.0,0.0,0.0,-2.0,3.0,4.0,28.5,55.4,0.02.04.0,-2.00.04.0
606,Armenia,F,20.0,1.0,0.0,0.0,-2.0,2.0,3.0,28.6,55.3,0.01.03.0,-2.00.03.0
607,Armenia,F,20.0,1.0,0.0,0.0,-2.0,4.0,3.0,28.4,55.9,0.01.03.0,-2.00.03.0
608,Armenia,F,20.0,1.0,0.0,0.0,0.0,4.0,3.0,28.4,56.2,0.01.03.0,0.00.03.0
609,Armenia,F,21.0,0.0,2.0,1.0,-2.0,2.0,3.0,28.5,56.2,2.00.03.0,-2.01.03.0
610,Armenia,F,21.0,-1.0,1.0,1.0,-2.0,2.0,3.0,28.5,55.4,1.0-1.03.0,-2.01.03.0
611,Armenia,F,21.0,-1.0,2.0,1.0,-2.0,2.0,2.0,28.6,55.3,2.0-1.02.0,-2.01.02.0
612,Armenia,F,21.0,-1.0,1.0,1.0,-1.0,2.0,2.0,28.5,56.0,1.0-1.02.0,-1.01.02.0
613,Armenia,F,21.0,-1.0,1.0,1.0,-1.0,2.0,2.0,28.4,56.2,1.0-1.02.0,-1.01.02.0
614,Armenia,F,24.0,0.0,3.0,0.0,-3.0,2.0,2.0,28.5,56.2,3.00.02.0,-3.00.02.0
615,Armenia,F,24.0,1.0,3.0,1.0,-3.0,2.0,2.0,28.5,55.4,3.01.02.0,-3.01.02.0
616,Armenia,F,24.0,1.0,2.0,1.0,-2.0,2.0,2.0,28.6,55.3,2.01.02.0,-2.01.02.0
617,Armenia,F,24.0,-1.0,1.0,2.0,-3.0,2.0,2.0,28.5,56.0,1.0-1.02.0,-3.02.02.0
618,Armenia,F,24.0,-1.0,0.0,1.0,-3.0,2.0,2.0,28.4,56.2,0.0-1.02.0,-3.01.02.0
619,Armenia,F,22.0,1.0,1.0,0.0,-1.0,3.0,3.0,28.5,56.2,1.01.03.0,-1.00.03.0
620,Armenia,F,22.0,0.0,0.0,0.0,0.0,4.0,3.0,28.5,55.4,0.00.03.0,0.00.03.0
621,Armenia,F,22.0,0.0,0.0,0.0,0.0,4.0,2.0,28.6,55.3,0.00.02.0,0.00.02.0
622,Armenia,F,22.0,0.0,0.0,0.0,0.0,4.0,3.0,28.4,55.9,0.00.03.0,0.00.03.0
623,Armenia,F,22.0,-1.0,0.0,1.0,0.0,4.0,2.0,28.5,56.0,0.0-1.02.0,0.01.02.0
624,Armenia,F,22.0,-1.0,0.0,1.0,0.0,3.0,2.0,28.4,56.2,0.0-1.02.0,0.01.02.0
625,Armenia,F,25.0,1.0,1.0,0.0,0.0,2.0,2.0,28.5,56.2,1.01.02.0,0.00.02.0
626,Armenia,F,25.0,0.0,1.0,1.0,-1.0,3.0,2.0,28.5,55.4,1.00.02.0,-1.01.02.0
627,Armenia,F,25.0,0.0,1.0,0.0,-1.0,3.0,2.0,28.6,55.3,1.00.02.0,-1.00.02.0
628,Armenia,F,25.0,0.0,1.0,0.0,-1.0,3.0,2.0,28.4,55.9,1.00.02.0,-1.00.02.0
629,Armenia,F,25.0,0.0,1.0,0.0,-1.0,2.0,2.0,28.5,56.0,1.00.02.0,-1.00.02.0
630,Armenia,F,25.0,0.0,1.0,1.0,-1.0,2.0,1.0,28.4,56.2,1.00.01.0,-1.01.01.0
631,Armenia,M,25.0,0.0,1.0,0.0,-2.0,2.0,2.0,28.5,56.2,1.00.02.0,-2.00.02.0
632,Armenia,M,25.0,0.0,0.0,0.0,-2.0,2.0,1.0,28.5,55.4,0.00.01.0,-2.00.01.0
633,Armenia,M,25.0,0.0,0.0,2.0,0.0,2.0,1.0,28.6,55.3,0.00.01.0,0.02.01.0
634,Armenia,M,25.0,1.0,0.0,1.0,0.0,2.0,1.0,28.4,55.9,0.01.01.0,0.01.01.0
635,Armenia,M,25.0,-1.0,0.0,1.0,0.0,1.0,1.0,28.5,56.0,0.0-1.01.0,0.01.01.0
